symbol,shortName,longName,sector,industry,longBusinessSummary,country,state,zip,logo_url
VTRS,Viatris Inc.,Viatris Inc.,Healthcare,Drug Manufacturers—Specialty & Generic,"Viatris Inc., a healthcare company, develops, licenses, manufactures, markets, and distributes brand and generic drugs, complex generics, biosimilars, and active pharmaceutical ingredients (APIs) worldwide. The company operates through Developed Markets, Greater China, JANZ, and Emerging Markets segments. It offers drugs in various therapeutic areas, including infectious diseases and non-communicable diseases; HIV/AIDS; and oncology, immunology, endocrinology, ophthalmology, and dermatology, as well as antibacterial, central nervous system agents, antihistamines/antiasthmatics, cardiovascular, antivirals, antidiabetics, antifungals, and proton pump inhibitor areas. The company provides medicines, such as Wixela, Inhub, ADVAIR DISKUS, glatiramer acetate injection, Copaxone, and over the counter products in the form of oral solid doses, injectables, complex dosage forms, and APIs to retail and pharmacy establishments, wholesalers and distributors, payers, insurers and governments, and institutions; and support services, such as diagnostic clinics, educational seminars, and digital tools to help patients better manage their health. It distributes its products through pharmaceutical wholesalers/distributors, pharmaceutical retailers, institutional pharmacies, mail-order and e-commerce pharmacies, and specialty pharmacies. The company sells its products under the Lyrica, Lipitor, Creon, Influvac, Wixela Inhub, and EpiPen auto-injector; Norvasc and Viagra; AMITIZA, Lipacreon, and Effexor; Trastuzumab injection; and Celebrex and anti-retrovirals names, as well as offers biosimilars franchises, including Fulphila, Ogivri, and Hulio. Viatris Inc. has collaboration and licensing agreements with Revance Therapeutics, Inc.; Momenta Pharmaceuticals, Inc.; Theravance Biopharma, Inc.; Biocon Ltd.; and Fujifilm Kyowa Kirin Biologics Co. Ltd. The company was founded in 1961 and is based in Canonsburg, Pennsylvania.",United States,PA,15317,https://logo.clearbit.com/viatris.com
NTAP,"NetApp, Inc.","NetApp, Inc.",Technology,Computer Hardware,"NetApp, Inc. provides software, systems, and cloud services to manage and share data on-premises, and private and public clouds worldwide. The company offers cloud storage services, including NetApp Cloud Volumes; cloud control solutions, such as NetApp Cloud Manager and NetApp Virtual Desktop Service; cloud services and analytics comprising NetApp Cloud Insights, NetApp Cloud Sync, NetApp Cloud Compliance, NetApp Cloud Tiering, NetApp SaaS Backup, NetApp Cloud Backup, and NetApp Global File Cache; and Cloud Optimization solutions, such as Spot by NetApp, Spot Cloud Analyzer by NetApp, Spot Eco by NetApp, Spot Ocean by NetApp, Spot Wave by NetApp, Spot Elastigroup by NetApp, and NetApp Virtual Desktop Managed Service. It provides data storage solutions comprising NetApp All-Flash FAS series, NetApp Fabric Attached Storage, NetApp FlexPod, NetApp E/EF series, NetApp StorageGRID, NetApp SolidFire, and NetApp HCI; data protection solutions, such as NetApp SnapCenter Backup Management, NetApp SnapMirror Data Replication, NetApp SnapLock Data Compliance, and NetApp Data Availability Services; and data management solutions, including NetApp ONTAP Storage Management System, NetApp ElementOS software, NetApp SANtricity software, NetApp Active IQ Digital Advisor, OnCommand Insight, and OnCommand Workflow Automation. In addition, the company offers application-aware data management service under the NetApp Astra name; and payment solutions and storage-as-a-service under the NetApp Keystone name. Further, it provides assessment, design, consulting, and implementation services. The company serves the energy, financial service, government, technology, internet, life science, healthcare service, manufacturing, media, entertainment, animation, video postproduction, and telecommunication markets through a direct sales force and an ecosystem of partners. NetApp, Inc. was incorporated in 1992 and is headquartered in San Jose, California.",United States,CA,95128,https://logo.clearbit.com/netapp.com
GSMYX,Goldman Sachs Small/Mid-Cap Gro,Goldman Sachs Small/Mid Cap Growth Fund Institutional Class,,,"The investment seeks long-term growth of capital.  The fund normally invests at least 80% of its net assets plus any borrowings for investment purposes (measured at the time of purchase) (""Net Assets"") in a diversified portfolio of equity investments in small and mid-cap issuers. It may invest up to 25% of its Net Assets in foreign securities, including securities of issuers in countries with emerging markets or economies and securities quoted in foreign currencies. The fund may invest up to 20% of its net assets in fixed income securities, such as government, corporate and bank debt obligations.",,,,
PLUG,"Plug Power, Inc.",Plug Power Inc.,Industrials,Electrical Equipment & Parts,"Plug Power Inc. provides hydrogen fuel cell turnkey solutions for the electric mobility and stationary power markets in North America and Europe. It focuses on proton exchange membrane (PEM) fuel cell and fuel processing technologies, and fuel cell/battery hybrid technologies, as well as related hydrogen and green hydrogen generation, storage, and dispensing infrastructure. The company offers GenDrive, a liquid hydrogen fueled PEM fuel cell system that provides power to material handling electric vehicles; GenFuel, a hydrogen fueling delivery, generation, storage, and dispensing system; GenCare, an ongoing internet of things-based maintenance and service program for GenDrive and GenSure fuel cells, GenFuel hydrogen storage and dispensing products, and ProGen engines; and GenSure, a stationary fuel cell solution that offes modular PEM fuel cell power to support the backup and grid-support power requirements of the telecommunications, transportation, and utility sectors. It also provides GenKey, an integrated turn-key solution for transitioning to fuel cell power; ProGen, a fuel cell stack and engine technology used in mobility and stationary fuel cell systems, and as engines in electric delivery vans; and GenFuel Electrolyzer, an hydrogen generator optimized for clean hydrogen production. The company offers its products to retail-distribution and manufacturing businesses through direct product sales force, original equipment manufacturers, and dealer networks. Plug Power Inc. was founded in 1997 and is headquartered in Latham, New York.",United States,NY,12110,https://logo.clearbit.com/plugpower.com
EXPI,"eXp World Holdings, Inc.","eXp World Holdings, Inc.",Real Estate,Real Estate Services,"eXp World Holdings, Inc. provides cloud-based real estate brokerage services for residential homeowners and homebuyers. The company facilitates buyers to search real-time property listings and sellers to list their properties through its various platforms; and provides buyers and sellers with access to a network of professionals, consumer-centric agents, and brokers. It is also involved in building 3D virtual worlds for work, education, and events; and focused on agent website and consumer real estate portal technology. In addition, the company operates SUCCESS print magazine, SUCCESS.com portal, SUCCESS newsletters, podcasts, digital training courses, and affiliated social media accounts across platforms. Further, it provides marketing, training, and other support services to its brokers and agents through proprietary technology enabled services, as well as technology and support services contracted to third parties. The company operates in the United States, Canada, the United Kingdom, Australia, South Africa, India, Portugal, France, Mexico, Puerto Rico, Brazil, Italy, Hong Kong, Colombia, Spain, Israel, Panama, and internationally. The company was formerly known as eXp Realty International Corporation and changed its name to eXp World Holdings, Inc. in May 2016. eXp World Holdings, Inc. was incorporated in 2008 and is based in Bellingham, Washington.",United States,WA,98226,https://logo.clearbit.com/expworldholdings.com
ETY,Eaton Vance Tax-Managed Diversi,Eaton Vance Tax-Managed Diversified Equity Income Fund,Financial Services,Asset Management,"Eaton Vance Tax-Managed Diversified Equity Income Fund is a closed-ended equity mutual fund launched and managed by Eaton Vance Management. The fund invests in public equity markets across the globe. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in dividend paying stocks of companies. It also writes S&P 500 Index call options with respect to a portion of the value of its common stock portfolio to generate current cash flow from the options premium received. The Fund also normally invests in issuers located in at least three countries including the United States. It also invests through derivatives. The fund benchmarks the performance of its portfolio against a composite benchmark comprised of 80% S&P 500 Index and 20% FTSE Eurotop 100 Index. Eaton Vance Tax-Managed Diversified Equity Income Fund was formed on November 30, 2006 and is domiciled in the United States.",United States,MA,02110,https://logo.clearbit.com/funds.eatonvance.com
ZM,"Zoom Video Communications, Inc.","Zoom Video Communications, Inc.",Technology,Software—Application,"Zoom Video Communications, Inc. provides a video-first communications platform in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. The company offers Zoom Meetings that offers HD video, voice, chat, and content sharing through mobile devices, desktops, laptops, telephones, and conference room systems; Zoom Phone, an enterprise cloud phone system that provides secure call routing, call queuing, call detail reports, call recording, call quality monitoring, voicemail, switch to video, and other services, as well as inbound and outbound calling services; and Zoom Chat enables to share messages, images, audio files, and content in desktop, laptop, tablet, and mobile devices for meeting and phone customers. It also provides Zoom Rooms, a software-based conference room system; Zoom Conference Room Connector, a gateway for SIP/H.323 endpoints to join Zoom meetings; Zoom Video Webinars to provide video presentations to large audiences from many devices; and Zoom Hardware-as-a-Service allows users to access video communication technology with subscription options for phone and meeting room hardware. The company offers Zoom for Developers to integrate its video, phone, chat, and content sharing into other applications, as well as manages Zoom accounts; Zoom App Marketplace enhance developers to publish their apps; OnZoom, a platform for users to create, host, and monetize online events; and Zoom Apps to access from Zoom Meetings and the Zoom Desktop client to facilitate collaboration and engagement during meetings. It serves individuals; and education, entertainment/media, enterprise infrastructure, finance, government, healthcare, manufacturing, non-profit/not for profit and social impact, retail/consumer products, and software/Internet industries. The company was formerly known as Zoom Communications, Inc. and changed its name to Zoom Video Communications, Inc. in May 2012. The company was incorporated in 2011 and is headquartered in San Jose, California.",United States,CA,95113,https://logo.clearbit.com/zoom.us
AIV,Apartment Investment and Manage,Apartment Investment and Management Company,Real Estate,REIT—Residential,"Aimco is a Real Estate Investment Trust focused on property development, redevelopment, and various other value-creating investment strategies, targeting the U.S. multifamily market. Aimco's mission is to make real estate investments where outcomes are enhanced through human capital and substantial value is created for investors, teammates, and the communities in which we operate. Aimco is traded on the New York Stock Exchange as AIV. For more information about Aimco, please visit our website www.aimco.com.",United States,CO,80237,https://logo.clearbit.com/aimco.com
WMT,Walmart Inc.,Walmart Inc.,Consumer Defensive,Discount Stores,"Walmart Inc. engages in the operation of retail, wholesale, and other units worldwide. The company operates through three segments: Walmart U.S., Walmart International, and Sam's Club. It operates supercenters, supermarkets, hypermarkets, warehouse clubs, cash and carry stores, and discount stores; membership-only warehouse clubs; ecommerce websites, such as walmart.com, walmart.com.mx, walmart.ca, flipkart.com, and samsclub.com; and mobile commerce applications. The company offers grocery products, including dry grocery, snacks, dairy, meat, produce, deli and bakery, frozen foods, and alcoholic and nonalcoholic beverages, as well as consumables, such as health and beauty aids, pet supplies, household chemicals, paper goods, and baby products; and health and wellness products covering pharmacy, over-the-counter drugs and other medical products, and optical and clinical services. It also provides gasoline stations and tobacco; home improvement, outdoor living, gardening, furniture, apparel, and jewelry, as well as tools and power equipment, housewares, toys, seasonal items, mattresses, and tire and battery centers; and consumer electronics and accessories, software, video games, office supplies, appliances, and third-party gift cards. In addition, the company offers fuel and financial services and related products, including money orders, prepaid cards, money transfers, and check cashing and bill payment. It operates approximately 11,400 stores and various e-commerce websites under 54 banners in 26 countries. The company was formerly known as Wal-Mart Stores, Inc. and changed its name to Walmart Inc. in February 2018. Walmart Inc. was founded in 1945 and is based in Bentonville, Arkansas.",United States,AR,72716,https://logo.clearbit.com/stock.walmart.com
UPS,"United Parcel Service, Inc.","United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,"United Parcel Service, Inc. provides letter and package delivery, transportation, logistics, and financial services. It operates through three segments: U.S. Domestic Package, International Package, and Supply Chain & Freight. The U.S. Domestic Package segment offers time-definite delivery of letters, documents, small packages, and palletized freight through air and ground services in the United States. The International Package segment provides guaranteed day and time-definite international shipping services in Europe, the Asia Pacific, Canada and Latin America, the Indian sub-continent, the Middle East, and Africa. This segment offers guaranteed time-definite express options. The Supply Chain & Freight segment provides international air and ocean freight forwarding, customs brokerage, distribution and post-sales, and mail and consulting services in approximately 200 countries and territories; and less-than-truckload and truckload services to customers in North America. This segment also offers truckload brokerage services; supply chain solutions to the healthcare and life sciences industry; shipping, visibility, and billing technologies; and financial and insurance services. The company operates a fleet of approximately 127,000 package cars, vans, tractors, and motorcycles; and owns 58,000 containers that are used to transport cargo in its aircraft. United Parcel Service, Inc. was founded in 1907 and is headquartered in Atlanta, Georgia.",United States,GA,30328,https://logo.clearbit.com/ups.com
PLD,"Prologis, Inc.","Prologis, Inc.",Real Estate,REIT—Industrial,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. As of December 31, 2020, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 984 million square feet (91 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 5,500 customers principally across two major categories: business-to-business and retail/online fulfillment.",United States,CA,94111,https://logo.clearbit.com/prologis.com
MDT,Medtronic plc.,Medtronic plc,Healthcare,Medical Devices,"Medtronic plc develops, manufactures, distributes, and sells device-based medical therapies to hospitals, physicians, clinicians, and patients worldwide. It operates through four segments: Cardiovascular Portfolio, Neuroscience Portfolio, Medical Surgical Portfolio, and Diabetes Operating Unit. The Cardiovascular Portfolio segment offers implantable cardiac pacemakers, cardioverter defibrillators, and cardiac resynchronization therapy devices; AF ablation products; insertable cardiac monitor systems; mechanical circulatory support; TYRX products; and remote monitoring and patient-centered software. It also provides aortic valves; percutaneous coronary intervention stents, surgical valve replacement and repair products, endovascular stent grafts, percutaneous angioplasty balloons, and products to treat superficial venous diseases in the lower extremities. The Medical Surgical Portfolio segment offers surgical products, including surgical stapling devices, vessel sealing instruments, wound closure, electrosurgery products, surgical artificial intelligence and robotic-assisted surgery products, hernia mechanical devices, mesh implants, gynecology and lung products, and various therapies to treat diseases. The Neuroscience Portfolio segment offers products for spinal surgeons; neurosurgeons; neurologists; pain management specialists; anesthesiologists; orthopedic surgeons; urologists; urogynecologists; interventional radiologists; ear, nose, and throat specialists; and systems that incorporate energy surgical instruments. It also provides image-guided surgery and intra-operative imaging systems and robotic guidance systems used in robot assisted spine procedures; and therapies for vasculature in and around the brain. The Diabetes Operating Unit segment offers insulin pumps and consumables, and continuous glucose monitoring systems. The company was founded in 1949 and is headquartered in Dublin, Ireland.",Ireland,,2,https://logo.clearbit.com/medtronic.com
LOW,"Lowe's Companies, Inc.","Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in the United States and internationally. The company offers a line of products for construction, maintenance, repair, remodeling, and decorating. It provides home improvement products in various categories, such as appliances, dÃ©cor, paint, hardware, millwork, lawn and garden, lighting, lumber and building materials, flooring, kitchens and bath, rough plumbing and electrical, seasonal and outdoor living, and tools. It also offers installation services through independent contractors in various product categories; extended protection plans; and in-warranty and out-of-warranty repair services. The company sells its national brand-name merchandise and private branded products to homeowners, renters, and professional customers. As of January 29, 2021, it operated 1,974 home improvement and hardware stores. The company also sells its products through websites comprising Lowes.com and Lowesforpros.com; and through mobile applications. Lowe's Companies, Inc. was founded in 1921 and is based in Mooresville, North Carolina.",United States,NC,28117,https://logo.clearbit.com/lowes.com
CMCSA,Comcast Corporation,Comcast Corporation,Communication Services,Entertainment,"Comcast Corporation operates as a media and technology company worldwide. It operates through Cable Communications, Cable Networks, Broadcast Television, Filmed Entertainment, Theme Parks, and Sky segments. The Cable Communications segment offers cable services, including high-speed Internet, video, voice, wireless, and security and automation services to residential and business customers under the Xfinity brand, as well as sells advertising. The Cable Networks segment operates national cable networks that provide various entertainment, news and information, and sports content; regional sports and news networks; international cable networks; and various digital properties, including brand-aligned Websites, as well as engages in the cable television studio production operations. The Broadcast Television segment operates NBC and Telemundo broadcast networks, NBC and Telemundo local broadcast television stations, broadcast television studio production operations, and various digital properties. The Filmed Entertainment segment produces, acquires, markets, and distributes filmed entertainment under the Universal Pictures, Illumination, DreamWorks Animation, and Focus Features names. It also develops, produces, and licenses stage plays; and distributes filmed entertainment produced by third parties. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; and Osaka, Japan. The Sky segment offers direct-to-consumer services, such as video, high-speed Internet, voice, and wireless phone services; and content services comprising operating entertainment networks, the Sky News broadcast network, and Sky Sports networks. The company also owns the Philadelphia Flyers, as well as the Wells Fargo Center arena in Philadelphia, Pennsylvania; and provides streaming service, such as Peacock. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",United States,PA,19103-2838,https://logo.clearbit.com/corporate.comcast.com
AMGN,Amgen Inc.,Amgen Inc.,Healthcare,Drug Manufacturers—General,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. It focuses on inflammation, oncology/hematology, bone health, cardiovascular disease, nephrology, and neuroscience areas. The company's products include Enbrel to treat plaque psoriasis, rheumatoid arthritis, and psoriatic arthritis; Neulasta that reduces the chance of infection due a low white blood cell count in patients cancer; Prolia to treat postmenopausal women with osteoporosis; Xgeva for skeletal-related events prevention; Otezla for the treatment of adult patients with plaque psoriasis, psoriatic arthritis, and oral ulcers associated with BehÃ§et's disease; Aranesp to treat a lower-than-normal number of red blood cells and anemia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; and Repatha, which reduces the risks of myocardial infarction, stroke, and coronary revascularization. It also markets Nplate, Vectibix, MVASI, Parsabiv, EPOGEN, KANJINTI, BLINCYTO, Aimovig, EVENITY, AMGEVITATM, Sensipar/Mimpara, NEUPOGEN, IMLYGIC, Corlanor, and AVSOLA. Amgen Inc. serves healthcare providers, including physicians or their clinics, dialysis centers, hospitals, and pharmacies. It distributes its products through pharmaceutical wholesale distributors, as well as direct-to-consumer channels. The company has collaboration agreements with Novartis Pharma AG; UCB; Bayer HealthCare LLC; BeiGene, Ltd.; Eli Lilly and Company; Datos Health; and Verastem, Inc. to evaluate VS-6766 in combination with lumakrastm (Sotorasib) in patients with KRAS G12C-mutant non-small cell lung cancer. It has an agreement with Kyowa Kirin Co., Ltd. to jointly develop and commercialize KHK4083, a Phase 3-ready anti-OX40 fully human monoclonal antibody for the treatment of atopic dermatitis and other autoimmune diseases; and a strategic research and development collaboration with Neumora Therapeutics, Inc. Amgen Inc. was founded in 1980 and is headquartered in Thousand Oaks, California.",United States,CA,91320-1799,https://logo.clearbit.com/amgen.com
BYND,"Beyond Meat, Inc.","Beyond Meat, Inc.",Consumer Defensive,Packaged Foods,"Beyond Meat, Inc., a food company, manufactures, markets, and sells plant-based meat products in the United States and internationally. It operates under the Beyond Meat, Beyond Burger, Beyond Beef, Beyond Sausage, Beyond Breakfast Sausage, Beyond Chicken, Beyond Fried Chicken, Beyond Meatball, the Caped Steer Logo, Go Beyond, Eat What You Love, The Cookout Classic, The Future of Protein, and The Future of Protein Beyond Meat and design trademarks. The company sells its products through grocery, mass merchandiser, club, convenience store, natural retailer channels, restaurants, foodservice outlets, and schools, as well as through an e-commerce site. The company was formerly known as Savage River, Inc. and changed its name to Beyond Meat, Inc. in September 2018. Beyond Meat, Inc. was founded in 2009 and is headquartered in El Segundo, California.",United States,CA,90245,https://logo.clearbit.com/beyondmeat.com
NVS,Novartis AG,Novartis AG,Healthcare,Drug Manufacturers—General,"Novartis AG researches, develops, manufactures, and markets healthcare products worldwide. The company operates through two segments, Innovative Medicines and Sandoz. The Innovative Medicines segment offers prescription medicines for patients and healthcare providers. It also provides ophthalmology, neuroscience, immunology, hepatology and dermatology, respiratory, established, and cardiovascular, renal and metabolism medicine products. The Sandoz segment provides active ingredients and finished dosage forms of small molecule pharmaceuticals to third parties across a range of therapeutic areas, as well as finished dosage form anti-infectives. It also provides active pharmaceutical ingredients and intermediates primarily antibiotics; protein- or other biotechnology-based products, including biosimilars; and biotechnology manufacturing services. Novartis AG has a license and collaboration agreement with Alnylam Pharmaceuticals to develop, manufacture, and commercialize inclisiran; an agreement with CureVac to manufacture COVID-19 vaccine candidate CVnCoV; a collaboration with Artios Pharma Limited to create next generation DDR cancer therapies; and a clinical collaboration with Kura Oncology, Inc. to evaluate the combination of Tipifarnib and Alpelisib in patients with head and neck squamous cell carcinoma. The company was incorporated in 1996 and is headquartered in Basel, Switzerland.",Switzerland,,4056,https://logo.clearbit.com/novartis.com
WDAY,"Workday, Inc.","Workday, Inc.",Technology,Software—Application,"Workday, Inc. provides enterprise cloud applications worldwide. Its applications help its customers to manage critical business functions and optimize their financial and human resources. The company offers a suite of financial management applications, which enable chief financial officers to maintain accounting information in the general ledger; manage financial processes; identify real-time financial, operational, and management insights; enhance financial consolidation; reduce time-to-close; promote internal control and auditability; and achieve consistency across finance operations. It also provides cloud spend management solutions; a suite of human capital management applications that allows organizations to manage the entire employee lifecycle from recruitment to retirement; Workday applications for planning; and applications for analytics and reporting, including augmented analytics to surface insights to the line of business in simple-to-understand stories, machine learning to drive efficiency and automation, and benchmarks to compare performance against other companies. In addition, the company offers Workday applications serving industries, such as healthcare, higher education, and professional services. It serves technology, financial services, business and professional services, healthcare and life sciences, manufacturing, retail, and hospitality industries; and educational institutions, government agencies, and nonprofit organizations. Workday, Inc. has a strategic partnership with Google LLC to digitally transform enterprises worldwide. The company was formerly known as North Tahoe Power Tools, Inc. and changed its name to Workday, Inc. in July 2005. Workday, Inc. was founded in 2005 and is headquartered in Pleasanton, California.",United States,CA,94588,https://logo.clearbit.com/workday.com
BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,"Best Buy Co., Inc. retails technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phones, such as computing covering desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions, networking products, tablets covering e-readers, and wearables, such as smartwatches; and consumer electronics consisting of digital imaging, health and fitness, home theater, portable audio comprising headphones and portable speakers, and smart home products. The company's stores also offer appliances, such as dishwashers, laundry appliances, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as beverages, snacks, and sundry items, as well as baby products, furniture, luggage, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, protection plans, repair, set-up, and technical support services, as well as connected health services for aging consumers. The company offers its products through stores and websites under the BestBuy, Best Buy Business, Best Buy Express, Best Buy Health, CST, Geek Squad, GreatCall, Lively, Magnolia, Pacific Kitchen, and Home, as well as the domain names bestbuy.com and greatcall.com. As of January 30, 2021, it had 1,126 large-format and 33 small-format stores. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",United States,MN,55423,https://logo.clearbit.com/investors.bestbuy.com
NVAX,"Novavax, Inc.","Novavax, Inc.",Healthcare,Biotechnology,"Novavax, Inc., a biotechnology company, focuses on the discovery, development, and commercialization of vaccines to prevent serious infectious diseases and address health needs. The company's vaccine candidates include NVX-CoV2373, a coronavirus vaccine candidate that is in two Phase III trials, one Phase IIb trial, and one Phase I/II trial; NanoFlu, a nanoparticle seasonal quadrivalent influenza vaccine candidate that is in Phase 3 clinical trial; and ResVax, a respiratory syncytial virus (RSV) fusion (F) protein nanoparticle vaccine candidate. It is also developing RSV F vaccine that is in Phase II clinical trial for older adults (60 years and older), as well as that is in Phase I clinical trial for pediatrics. In addition, the company develops vaccine candidates for the protection against middle east respiratory syndrome, as well as that is in preclinical work associated with severe acute respiratory syndrome; and ebola virus glycoprotein vaccine candidate, as well as COVID-19 vaccine for variant strain. It has a collaboration agreement with Takeda Pharmaceutical Company Limited for the development, manufacturing, and commercialization of NVX-CoV2373, a COVID-19 vaccine candidate. Novavax, Inc. was incorporated in 1987 and is headquartered in Gaithersburg, Maryland.",United States,MD,20878,https://logo.clearbit.com/novavax.com
TT,Trane Technologies plc,Trane Technologies plc,Industrials,Specialty Industrial Machinery,"Trane Technologies plc, together with its subsidiaries, designs, manufactures, sells, and services climate control products for heating, ventilation, air conditioning, and transport solutions. It offers air conditioners, exchangers, and handlers; airside and terminal devices; auxiliary power units; chillers; coils and condensers; gensets; furnaces; heat pumps; home automation products; humidifiers; hybrid and non-diesel transport refrigeration, and ice energy storage solutions; indoor air quality assessments and related products; large and light commercial unitary products; motor replacements; refrigerant reclamation products; thermostats/controls; transport heater products; variable refrigerant flow products; and water source heat pumps. The company also provides building management, control, ductless, geothermal, package heating and cooling, temporary heating and cooling, and unitary systems; bus, rail, and multi-pipe heating, ventilation, and air conditioning systems; and container, cryogenic, diesel-powered, electric-powered trailer and truck, hybrid-powered trailer, industrial, rail, self-powered truck, trailer, and vehicle-powered truck refrigeration systems, as well as aftermarket and OEM parts and supplies. In addition, it offers energy and facility management, installation and performance contracting, repair and maintenance, and rental services. Trane Technologies plc markets and sells its products under the Trane, Thermo King, and American Standard brands through sales offices, distributors, and dealers in the United States; and through sales and service companies with a supporting chain of distributors worldwide. The company was formerly known as Ingersoll-Rand Plc and changed its name to Trane Technologies plc in March 2020. Trane Technologies plc was founded in 1885 and is headquartered in Swords, Ireland.",Ireland,,,https://logo.clearbit.com/tranetechnologies.com
ICE,Intercontinental Exchange Inc.,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,"Intercontinental Exchange, Inc. operates regulated exchanges, clearing houses, and listings venues for commodity, financial, fixed income, and equity markets in the United States, the United Kingdom, the European Union, Singapore, Israel, and Canada. It operates through three segments: Exchanges, Fixed Income and Data Services, and Mortgage Technology. The company operates marketplaces for listing, trading, and clearing an array of derivatives contracts and financial securities, such as commodities, interest rates, foreign exchange, and equities, as well as corporate and exchange-traded funds; trading venues, including 12 regulated exchanges and six clearing houses; and offers futures and options products for energy, agricultural and metals, financial, cash equities and equity, over-the-counter, and other markets, as well as listings and data and connectivity services. It also provides fixed income data and analytic, fixed income execution, CDS clearing, and other multi-asset class data and network services. In addition, the company offers proprietary and comprehensive mortgage origination platform, which serves residential mortgage loans; network and closing solutions that provides customers connectivity to the mortgage supply chain and facilitates the secure exchange of information; data and analytics services; and Data as a Service for lenders to access data and origination information. Intrinsic Exchange Group has partnership with NYSE and NYSE to launch a new asset class to power a sustainable future. Intercontinental Exchange, Inc. was founded in 2000 and is headquartered in Atlanta, Georgia.",United States,GA,30328,https://logo.clearbit.com/intercontinentalexchange.com
ATOAX,Aberdeen Ultra Short Municipal ,Aberdeen Ultra Short Municipal Income Fund Class A,,,"The investment seeks high after-tax current income consistent with preservation of capital.  The fund invests its assets in a combination of tax-exempt obligations and taxable debt obligations. Under normal circumstances, it invests at least 80% of its net assets in tax-exempt obligations. The fund&#39;s average portfolio maturity, at the time of investment, will be two years or less. The obligations in which the fund invests must, at the time of investment, be rated investment grade, as determined by the various rating agencies, or if unrated, of comparable quality as determined by the Adviser.",,,,
AMWD,American Woodmark Corporation,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances","American Woodmark Corporation manufactures and distributes kitchen, bath, and home organization products for the remodelling and new home construction markets in the United States. It offers made-to-order cabinetry in approximately 550 cabinet lines, which include 100 door designs in a range of painted or stained finishes, or engineered finishes under the Duraform name; and fronts made in various wood species, including maple, cherry, and oak, as well as engineered materials. The company also provides value-based assembled cabinet products for stock kitchen and bath; ready-to-assemble cabinetry for home organization; and countertops and accessories. In addition, it offers turnkey installation services to its direct builder customers through a network of eight service centers. The company sells its products under the American Woodmark, Timberlake, Shenandoah Cabinetry, Waypoint Living Spaces, Estate by RSI, Continental Cabinets, VillaBath by RSI, Stor-It-All, and Professional Cabinet Solutions brands, as well as private label brands, such as Hampton Bay, Glacier Bay, Style Selections, Allen + Roth, Home Decorators Collection, and Project Source. It markets its products directly to home centers and builders, as well as through independent dealers and distributors. The company was founded in 1980 and is headquartered in Winchester, Virginia.",United States,VA,22602,https://logo.clearbit.com/americanwoodmark.com
IRBT,iRobot Corporation,iRobot Corporation,Technology,Consumer Electronics,"iRobot Corporation designs, builds, and sells robots in the United States, Europe, the Middle East, Africa, Japan, and internationally. It offers Roomba floor vacuuming robots; Braava family of automatic floor mopping robots; and Root robots to help children learn how to code. The company sells its products through distributor and retail sales channels, as well as through online stores and resellers. iRobot Corporation was incorporated in 1990 and is headquartered in Bedford, Massachusetts.",United States,MA,01730,https://logo.clearbit.com/irobot.com
